country_name,country_quality_score
Latvia,76.8457591370737
Estonia,68.20445514074788
Poland,61.92594634524775
Lithuania,57.484949462937976
Bulgaria,56.72716923106156
Moldova,53.92821299008324
Romania,44.90847194122295
Hungary,39.987467300746346
Russia,38.638989202263964
Ukraine,38.612068751616775
